"halfBlack","quarterBlack","ThreeQBlack"
0.000767459708365311,0.00306983883346124,0.000767459708365311
0.0134735458429182,0.0331909300032862,0.00558659217877095
0.0145757418011452,0.0275897969807392,0.00728787090057262
0.0178306092124814,0.037147102526003,0.0156017830609212
0.0212765957446809,0.049645390070922,0.0177304964539007
NA,NA,NA
NA,NA,NA
NA,NA,NA
