"tot","halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA,NA
270.333333333333,0.0234278668310728,0.032059186189889,0.00739827373612824
302,0.0253863134657837,0.0364238410596026,0.00883002207505519
226.666666666667,0.0352941176470588,0.0411764705882353,0.0264705882352941
147,0.0453514739229025,0.0408163265306122,0.0294784580498866
64,0.0572916666666667,0.0677083333333333,0.0234375
49.6666666666667,0.0469798657718121,0.0604026845637584,0.0469798657718121
60.6666666666667,0.032967032967033,0.0494505494505495,0.0274725274725275
19,0.0701754385964912,0.0789473684210526,0.0526315789473684
NA,NA,NA,NA
