"halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0681818181818182,0.0454545454545455,0.0454545454545455
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
