"halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA
0.012280701754386,0.0210526315789474,0.00394736842105263
NA,NA,NA
0.0179640718562874,0.0199600798403194,0.0029940119760479
0.00929800092980009,0.0111576011157601,0.00557880055788006
0.0206282231598687,0.0281293952180028,0.00421940928270042
0.0170250896057348,0.0241935483870968,0.00806451612903226
0.014365522745411,0.0223463687150838,0.00399042298483639
0.0154320987654321,0.0267489711934156,0.00308641975308642
0.0255376344086021,0.0336021505376344,0.0100806451612903
