"tot","halfBlack","quarterBlack","ThreeQBlack"
295,0.00338983050847458,0.00847457627118644,0.00338983050847458
305.5,0.00981996726677578,0.0261865793780687,0.00872885979268958
299.666666666667,0.0122358175750834,0.032258064516129,0.00556173526140156
307.333333333333,0.0249457700650759,0.0390455531453362,0.00433839479392625
306.333333333333,0.0272034820457019,0.0544069640914037,0.0108813928182807
295,0.0542372881355932,0.0553672316384181,0.015819209039548
273.666666666667,0.0377588306942753,0.0730816077953715,0.0146163215590743
132.266666666667,0.0342741935483871,0.0403225806451613,0.0100806451612903
72.2,0.0406278855032318,0.0498614958448753,0.0138504155124654
17.4333333333333,0.0573613766730402,0.0382409177820268,0.0191204588910134
