"tot","halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA,NA
304.5,0.00656814449917898,0.0262725779967159,0.00547345374931582
290,0.0103448275862069,0.0310344827586207,0.00344827586206897
307.666666666667,0.0119176598049837,0.0357529794149512,0.0140845070422535
229.5,0.0116194625998548,0.0392156862745098,0.0116194625998548
223,0.0164424514200299,0.0478325859491779,0.0149476831091181
105.5,0.00947867298578199,0.0758293838862559,0.0252764612954186
40.8333333333333,0.0204081632653061,0.0628571428571429,0.0146938775510204
8.3,0.0240963855421687,0.0642570281124498,0.0120481927710843
NA,NA,NA,NA
