"tot","halfBlack","quarterBlack","ThreeQBlack"
322.5,0.00310077519379845,0.0082687338501292,0.0062015503875969
292.666666666667,0.0148063781321184,0.0170842824601367,0.00455580865603645
319.333333333333,0.0187891440501044,0.0177453027139875,0.011482254697286
268,0.0161691542288557,0.0385572139303483,0.0167910447761194
319,0.03239289446186,0.0512016718913271,0.0114942528735632
286.333333333333,0.0407450523864959,0.0454016298020955,0.0128055878928987
253,0.0355731225296443,0.0368906455862978,0.00922266139657444
247.666666666667,0.0309555854643338,0.0605652759084791,0.0134589502018843
250.666666666667,0.0372340425531915,0.0438829787234043,0.00797872340425532
68.6,0.0315840621963071,0.0573372206025267,0.0247813411078717
