"halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA
0.0062992125984252,0.0149606299212598,0.00236220472440945
0.011522633744856,0.011522633744856,0.00493827160493827
0.0111396743787489,0.0222793487574979,0.0025706940874036
0.0190023752969121,0.0229612034837688,0.00475059382422803
0.0162393162393162,0.0230769230769231,0.00341880341880342
0.0233208955223881,0.0289179104477612,0.00932835820895522
0.0232067510548523,0.029535864978903,0.00738396624472574
0.016374269005848,0.0432748538011696,0.0105263157894737
0.0284629981024668,0.032258064516129,0.0132827324478178
