"tot","halfBlack","quarterBlack","ThreeQBlack"
NA,NA,NA,NA
NA,NA,NA,NA
227,0.0117474302496329,0.013215859030837,0.00587371512481645
220,0.0121212121212121,0.0227272727272727,0.00606060606060606
171,0.0155945419103314,0.0155945419103314,0.00974658869395712
115,0.0173913043478261,0.0260869565217391,0.00869565217391304
68.2,0.00733137829912023,0.00293255131964809,0.00586510263929619
34.8333333333333,0.0133971291866029,0.0105263157894737,0.00478468899521531
16.1,0.0217391304347826,0.0186335403726708,0.0124223602484472
NA,NA,NA,NA
