"halfBlack","quarterBlack","ThreeQBlack"
0.00340136054421769,0.00510204081632653,0.00510204081632653
0.0313852813852814,0.0162337662337662,0.00324675324675325
0.0333975594091201,0.0128452151573539,0.00963391136801541
0.0447239692522711,0.0209643605870021,0.00559049615653389
0.0289017341040462,0.0250481695568401,0.00578034682080925
0.0467571644042232,0.0165912518853695,0.00452488687782805
0.036144578313253,0.0180722891566265,0.0120481927710843
0.0575296108291032,0.0406091370558376,0.0253807106598985
0.0324483775811209,0.0294985250737463,0.00884955752212389
0.0555555555555556,0.0151515151515152,0.00757575757575758
0.0315789473684211,0.0157894736842105,0.0210526315789474
