"tot","halfBlack","quarterBlack","ThreeQBlack"
44500,0.00224719101123596,0.00337078651685393,0.00449438202247191
44000,0.0204545454545455,0.021969696969697,0.0128787878787879
41833.3333333333,0.0294820717131474,0.0382470119521912,0.0183266932270916
33800,0.0355029585798817,0.0374753451676529,0.0216962524654832
26600,0.0388471177944862,0.06265664160401,0.0275689223057644
5353.33333333333,0.0298879202988792,0.0348692403486924,0.0136986301369863
4630,0.0345572354211663,0.0424766018718502,0.0280777537796976
3303.33333333333,0.0302724520686176,0.0494450050454087,0.0353178607467205
1036.66666666667,0.045016077170418,0.0514469453376206,0.0289389067524116
906.666666666667,0.0477941176470588,0.0257352941176471,0.0367647058823529
122,0.040983606557377,0.040983606557377,0.0136612021857924
