Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
YPS163,1.65,100,5/3/12,0,366,3,1,0,1,0,0,
YPS163,1.65,100,5/3/12,0,397,0,0,0,0,0,0,
YPS163,1.65,100,5/3/12,0,385,7,2,0,0,0,0,
,,,5/3/12,,,,,,,,,
YPS163,1.65,100,5/3/12,0.005,380,4,9,6,0,0,0,
YPS163,1.65,100,5/3/12,0.005,367,8,9,3,1,0,0,
YPS163,1.65,100,5/3/12,0.005,393,2,6,3,3,0,0,
,,,5/3/12,,,,,,,,,
YPS163,1.65,100,5/3/12,0.01,337,8,9,6,3,0,0,
YPS163,1.65,100,5/3/12,0.01,294,5,20,6,3,0,0,
YPS163,1.65,100,5/3/12,0.01,284,8,13,8,4,0,0,
,,,5/3/12,,,,,,,,,
YPS163,1.65,100,5/3/12,0.015,235,12,11,6,4,0,0,
YPS163,1.65,100,5/3/12,0.015,243,14,9,4,5,0,0,
YPS163,1.65,100,5/3/12,0.015,257,16,9,4,4,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,100,5/3/12,0.02,237,10,12,6,1,0,0
YPS163,1.65,100,5/3/12,0.02,253,13,12,8,5,0,0
YPS163,1.65,100,5/3/12,0.02,200,10,14,3,3,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,100,5/3/12,0.025,180,18,5,5,2,0,0
YPS163,1.65,100,5/3/12,0.025,183,11,8,1,4,0,0
YPS163,1.65,100,5/3/12,0.025,186,19,16,9,1,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,100,5/3/12,0.03,233,9,8,6,4,0,0
YPS163,1.65,100,5/3/12,0.03,212,11,11,3,3,0,0
YPS163,1.65,100,5/3/12,0.03,138,9,6,3,0,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,10,5/3/12,0.04,462,47,21,11,7,0,0
YPS163,1.65,10,5/3/12,0.04,477,40,20,7,13,0,0
YPS163,1.65,10,5/3/12,0.04,406,43,23,10,8,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,10,5/3/12,0.05,133,15,5,3,2,0,0
YPS163,1.65,10,5/3/12,0.05,135,21,3,2,5,0,0
YPS163,1.65,10,5/3/12,0.05,113,8,4,4,6,0,0
,,,5/3/12,,,,,,,,
YPS163,1.65,10,5/3/12,0.06,229,23,16,5,3,0,0
YPS163,1.65,10,5/3/12,0.06,255,16,13,4,6,0,0
YPS163,1.65,10,5/3/12,0.06,236,17,6,11,4,0,0
