Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
SOD2,1.736,20,9/14/12,0,1248,4,0,0,0,0,,
SOD2,1.736,20,9/14/12,0,1268,4,0,0,0,0,,
SOD2,1.736,20,9/14/12,0,1220,5,0,0,0,0,,
SOD2,1.736,20,9/14/12,0.0001,1020,9,3,0,2,0,,
SOD2,1.736,20,9/14/12,0.0001,1038,1,0,0,0,0,,
SOD2,1.736,20,9/14/12,0.0001,960,6,3,0,2,0,,
SOD2,1.736,20,9/14/12,0.0005,560,18,1,2,0,0,,
SOD2,1.736,20,9/14/12,0.0005,558,11,3,2,0,0,,
SOD2,1.736,20,9/14/12,0.0005,533,10,3,4,2,0,,
SOD2,1.736,20,9/14/12,0.001,389,7,5,5,0,0,,
SOD2,1.736,20,9/14/12,0.001,409,8,6,6,0,0,,
SOD2,1.736,20,9/14/12,0.001,398,12,2,5,2,0
SOD2,1.736,20,9/14/12,0.002,297,4,0,3,5,0
SOD2,1.736,20,9/14/12,0.002,278,12,3,4,0,0
SOD2,1.736,20,9/14/12,0.002,287,13,4,9,2,0
SOD2,1.736,20,9/14/12,0.003,236,9,2,6,7,0
SOD2,1.736,20,9/14/12,0.003,239,8,5,4,4,0
SOD2,1.736,20,9/14/12,0.003,208,13,1,4,2,0
SOD2,1.736,20,9/14/12,0.005,178,7,7,3,0,0
SOD2,1.736,20,9/14/12,0.005,187,8,3,2,0,0
SOD2,1.736,20,9/14/12,0.005,164,5,7,5,0,0
SOD2,1.736,20,9/14/12,0.01,138,8,4,3,5,0
SOD2,1.736,20,9/14/12,0.01,155,6,5,1,2,0
SOD2,1.736,20,9/14/12,0.01,147,8,2,3,0,0
