Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
ctt1,2.063,40,10/26/12,0,770,3,1,0,0,0,,
ctt1,2.063,40,10/26/12,0,767,1,0,0,0,0,,
ctt1,2.063,40,10/26/12,0,759,1,0,0,0,0,,
ctt1,2.063,40,10/26/12,0.005,581,8,22,11,5,0,,
ctt1,2.063,40,10/26/12,0.005,619,5,11,15,4,1,,
ctt1,2.063,40,10/26/12,0.005,594,10,9,13,9,0,,
ctt1,2.063,40,10/26/12,0.01,567,16,9,22,5,0,,
ctt1,2.063,40,10/26/12,0.01,542,6,14,10,7,0,,
ctt1,2.063,40,10/26/12,0.01,572,9,7,4,4,2,,
ctt1,2.063,40,10/26/12,0.015,346,15,12,15,5,0,,
ctt1,2.063,40,10/26/12,0.015,376,10,15,6,4,0,,
ctt1,2.063,40,10/26/12,0.015,343,10,3,3,6,0
ctt1,2.063,40,10/26/12,0.025,29,4,2,3,1,0
ctt1,2.063,40,10/26/12,0.025,32,2,1,1,2,0
ctt1,2.063,40,10/26/12,0.025,35,6,0,0,0,0
ctt1,2.063,20,10/26/12,0.03,9,0,1,1,1,0
ctt1,2.063,20,10/26/12,0.03,10,0,0,0,0,0
ctt1,2.063,20,10/26/12,0.03,10,1,1,0,0,0
ctt1,2.063,20,10/26/12,0.04,0,0,0,1,0,0
ctt1,2.063,20,10/26/12,0.04,4,0,1,0,0,0
ctt1,2.063,20,10/26/12,0.04,4,1,1,1,0,0
ctt1,2.063,20,10/26/12,0.05,0,0,0,0,0,0
ctt1,2.063,20,10/26/12,0.05,0,0,0,0,0,0
ctt1,2.063,20,10/26/12,0.05,0,0,0,0,0,0
ctt1,,20,10/26/12,0.1,0,0,0,0,0,0
ctt1,,20,10/26/12,0.1,0,0,0,0,0,0
ctt1,,20,10/26/12,0.1,0,0,0,0,0,0
