Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
ctt1,2.063,20,10/16/12,0,1258,7,1,0,0,0,,
ctt1,2.063,20,10/16/12,0,1293,4,1,4,1,0,,
ctt1,2.063,20,10/16/12,0,1209,2,0,0,0,0,,
ctt1,2.063,20,10/16/12,0.005,979,24,20,29,5,1,,
ctt1,2.063,20,10/16/12,0.005,939,11,8,37,3,0,,
ctt1,2.063,20,10/16/12,0.005,912,18,13,35,9,0,,
ctt1,2.063,20,10/16/12,0.01,593,22,8,17,4,0,,
ctt1,2.063,20,10/16/12,0.01,571,25,10,14,7,0,,
ctt1,2.063,20,10/16/12,0.01,596,19,10,22,3,0,,
ctt1,2.063,20,10/16/12,0.025,372,30,12,19,3,0,,
ctt1,2.063,20,10/16/12,0.025,381,26,5,19,12,0,,
ctt1,2.063,20,10/16/12,0.025,416,26,7,12,6,0
ctt1,2.063,20,10/16/12,0.05,69,6,2,7,3,0
ctt1,2.063,20,10/16/12,0.05,96,6,2,4,1,0
ctt1,2.063,20,10/16/12,0.05,72,8,2,3,1,0
ctt1,2.063,20,10/16/12,0.1,6,1,0,0,0,0
ctt1,2.063,20,10/16/12,0.1,9,4,0,0,0,0
ctt1,2.063,20,10/16/12,0.1,8,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.2,0,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.2,0,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.2,0,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.3,0,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.3,0,0,0,0,0,0
ctt1,2.063,20,10/16/12,0.3,0,0,0,0,0,0
