Strain ,OD600,Dilution,Date,H2O2 Treatment(%),White,Black,HalfBlack,Quarterblack,3/4 Quarter Black,quar.quarblack,others,Notes
BY4743,2.159,100,9/7/12,0,175,2,1,1,0,0,,
BY4743,2.159,100,9/7/12,0,129,1,2,0,1,0,,
BY4743,2.159,100,9/7/12,0,170,8,0,0,0,0,,
BY4743,2.159,100,9/7/12,0.005,161,10,6,5,0,0,,
BY4743,2.159,100,9/7/12,0.005,160,9,7,6,0,0,,
BY4743,2.159,100,9/7/12,0.005,176,6,6,5,0,0,,
BY4743,2.159,100,9/7/12,0.01,158,3,3,5,2,0,,
BY4743,2.159,100,9/7/12,0.01,169,5,3,2,1,0,,
BY4743,2.159,100,9/7/12,0.01,194,8,5,4,0,0,,
BY4743,2.159,100,9/7/12,0.025,147,6,4,4,1,0,,
BY4743,2.159,100,9/7/12,0.025,143,6,3,14,0,0,,
BY4743,2.159,100,9/7/12,0.025,175,6,5,6,1,0
BY4743,2.159,100,9/7/12,0.05,177,5,3,6,1,0
BY4743,2.159,100,9/7/12,0.05,147,8,7,5,3,0
BY4743,2.159,100,9/7/12,0.05,0,0,0,0,0,0
BY4743,2.159,100,9/7/12,0.075,111,8,4,2,1,0
BY4743,2.159,100,9/7/12,0.075,112,10,6,4,1,0
BY4743,2.159,100,9/7/12,0.075,125,5,4,4,1,0
BY4743,2.159,10,9/7/12,0.1,1034,51,29,39,6,0
BY4743,2.159,10,9/7/12,0.1,1035,42,22,29,10,0
BY4743,2.159,10,9/7/12,0.1,0,0,0,0,0,0
BY4743,2.159,10,9/7/12,0.15,784,54,21,19,4,0
BY4743,2.159,10,9/7/12,0.15,765,41,31,44,7,0
BY4743,2.159,10,9/7/12,0.15,781,55,23,20,4,0
BY4743,2.159,10,9/7/12,0.2,385,26,6,18,7,0
BY4743,2.159,10,9/7/12,0.2,398,31,17,14,4,0
BY4743,2.159,10,9/7/12,0.2,0,0,0,0,0,0
BY4743,2.159,10,9/7/12,0.3,5,1,0,0,1,0
BY4743,2.159,10,9/7/12,0.3,3,0,0,0,0,0
BY4743,2.159,10,9/7/12,0.3,3,1,1,0,0,0
